emosi,dokumen
sadness,"['felt', 'sad', 'depress', 'heard', 'cat', 'die']"
disgust,"['work', 'nurs', 'mental', 'hospit', 'patient', 'ate', 'content', 'anoth', 'patient', 'spitoon']"
shame,"['primari', 'school', 'vomit', 'front', 'other', 'middl', 'lesson']"
guilt,"['arriv', 'hour', 'late', 'import', 'meet', 'misunderstood', 'time']"
joy,"['accept', 'student', 'psycholog']"
fear,"['son', 'pain', 'leg', 'appar', 'reason']"
anger,"['week', 'school', 'teacher', 'sent', 'note', 'home', 'say', 'son', 'inattent', 'unabl', 'lesson']"
sadness,"['thought', 'go', 'imposs', 'start', 'studi', 'due', 'wrong', 'inform', 'student', 'advisor']"
disgust,"['certain', 'person', 'lack', 'cleanli', 'home', 'person']"
shame,"['made', 'mistak', 'accus', 'someon', 'els', 'obvious', 'third', 'pereson']"
guilt,"['lost', 'someth', 'valuabl', 'sister']"
joy,"['son', 'born']"
fear,"['near', 'drown', 'ici', 'water', 'wear', 'ice', 'skate', 'difficult', 'get']"
anger,"['point', 'problem', 'child', 'primari', 'school', 'mother', 'took', 'teacher', 'point', 'view']"
sadness,"['accus', 'neglect', 'work', 'wrong', 'reason']"
disgust,"['parent', 'attitud', 'toward', 'becom', 'reconcil', 'despit', 'father', 'longtim', 'addict']"
shame,"['caught', 'steal', 'money', 'father']"
guilt,"['stole', 'coconut', 'cake', 'recept', 'tabl', 'put', 'mouth', 'realiz', 'host', 'watch']"
joy,"['10', 'month', 'nation', 'servic', 'downgrad', 'remain', '5', 'month']"
fear,"['reprimand', 'manag', 'hotel', 'work', 'autumn', '1984']"
anger,"['parent', 'drove', 'nearbi', 'place', 'went', 'home', 'immedi', 'instead', 'wait', 'hour', 'could', 'easili', 'wait']"
sadness,"['exgirlfriend', 'discov', 'certain', 'risk', 'pregnant']"
disgust,"['clean', 'drain', 'board', 'saw', 'look', 'underneath', 'sink', 'live', 'student', 'hostel']"
shame,"['mother', 'caught', 'masturb']"
guilt,"['person', 'famili', 'academ', 'ought', 'look', 'younger', 'sister', 'better', 'respect', 'educ', 'life', 'experi']"
joy,"['older', 'sister', 'told', 'us', 'think', 'join', 'rest', 'famili', 'winter', 'sport', 'holiday']"
fear,"['slept', 'chapel', 'middl', 'night', 'realiz', 'someeon', 'els', 'chapel', 'never', 'discov']"
anger,"['high', 'school', 'guy', 'sometim', 'provok', 'friend', 'mine', 'call', 'pig', 'grunt', 'irrit', 'girl', 'one', 'girl', 'got', 'angri', 'friend', 'said', 'someth', 'nasti', 'made', 'terribl', 'angri']"
sadness,"['talk', 'boyfriend', 'phone', 'high', 'spirit', 'lot', 'tell', 'look', 'forward', 'convers', 'listen', 'extent', 'anticip']"
disgust,"['mother', 'shout', 'child', 'noth']"
shame,"['complain', 'mother', 'untidi', 'kitchen', 'loook', 'box', 'ear', 'never', 'happen']"
guilt,"['could', 'home', 'midnight', 'call', 'home', '1130', 'ask', 'leav', 'door', 'open', 'could', 'get', 'actual', 'woke', 'whole', 'famili', 'call', 'late', 'mother', 'could', 'go', 'back', 'sleep', 'besid', 'confer', 'next', 'day', 'realli', 'need', 'sleep']"
joy,"['got', 'first', 'day', 'depart']"
fear,"['cycl', 'past', 'park', 'car', 'someon', 'open', 'door', 'near', 'push', 'bike', 'traffic']"
anger,"['boyfriend', 'sat', 'half', 'night', 'play', 'comput', 'game', 'friend']"
sadness,"['leav', 'mother', 'sister', 'week', 'visit']"
disgust,"['saw', 'big', 'spider', 'close']"
shame,"['ask', 'friend', 'return', 'money', 'loan', 'rememb', 'repay', 'sever', 'way']"
guilt,"['one', 'parent', 'insinu', 'someth', 'divorc']"
joy,"['ask', 'child', 'godmoth']"
fear,"['way', 'ski', 'slope', 'difficult', 'steep']"
anger,"['mother', 'interf', 'life']"
sadness,"['left', 'alon', 'one', 'weekend', 'without', 'prepar']"
disgust,"['first', 'time', 'saw', 'surgeon', 'cut', 'leg', 'put', 'black', 'rubbish', 'bag']"
shame,"['forgot', 'meet', 'work']"
guilt,"['demand', 'much', 'friend']"
joy,"['husband', 'sudden', 'came', 'see', 'new', 'job', 'brought', 'flower', 'cake']"
fear,"['near', 'attackad', 'man', 'chase']"
anger,"['father', 'ask', 'communist', 'time', 'made', 'clear', 'longer', 'see', 'daughter']"
sadness,"['appli', 'job', 'thought', 'good', 'chanc', 'get', 'even', 'grant', 'interview', 'get', 'job']"
disgust,"['tv', 'featur', 'show', 'violat', 'defenceless', 'peopl']"
shame,"['child', '9', '10', 'play', 'doctor', 'neighbour', 'boy', 'mother', 'caught', 'us']"
guilt,"['husband', 'talk', 'restrict', 'accept', 'life', 'make', 'marriag', 'work', 'felt', 'direct', 'demand', 'chang', 'marriag', 'counsellor']"
joy,"['abl', 'afford', 'new', 'sofa', 'leather', 'one', 'cost', 'sek', '20000', 'wait', '23', 'year']"
fear,"['vertigo', 'stand', 'ladder', 'paint', 'hous']"
anger,"['boss', 'enrol', 'cours', 'satisfi', 'end', 'trampl', 'associ', 'misfortun', 'one', 'superior', 'cours']"
sadness,"['argu', 'mother', 'way', 'treat', 'two', 'children', 'differ']"
disgust,"['spit', 'vomit']"
shame,"['spot', 'seat', 'cover', 'husband', 'car']"
guilt,"['speak', 'sisterinlaw', 'due', 'lack', 'interest', 'relationship', 'side']"
joy,"['recent', 'manag', 'get', 'first', 'consult', 'assign', 'ie', 'initi']"
fear,"['within', 'hair', 'breadth', 'knock', 'drunkard', 'sudden', 'ran', 'street', 'fear', 'came', 'later', 'realiz', 'could', 'happen']"
anger,"['friend', 'usual', 'forgot', 'ticket', 'home', 'perform', 'miss']"
sadness,"['elect', '1982', '1985', 'thought', 'social', 'democrat', 'communist', 'major', 'could', 'achiev', 'especi', 'worker', 'share', 'fund', 'extens']"
disgust,"['studi', 'visit', 'chicken', 'factori', 'butcheri', 'smell', 'environ', 'nois']"
shame,"['confess', 'parent', 'involv', 'mope', 'theft']"
guilt,"['answer', 'see', 'littl', 'differ', 'shame', 'guilt', 'therefor', 'see', 'answer', 'shame']"
joy,"['appoint', 'posit', 'trust', 'group', 'set', 'chang', 'work', 'environ']"
fear,"['alon', 'cottag', 'often', 'stay', 'woken', 'rustl', 'sound', 'middl', 'night']"
anger,"['tri', 'explain', 'plumber', 'face', 'face', 'toilet', 'broken', 'believ', 'mend', 'ten', 'time']"
sadness,"['result', 'project', 'work', 'treat', 'nonchal', 'intead', 'critic', 'teacher']"
disgust,"['programm', 'violenc', 'pornographi', 'shown', 'tv']"
shame,"['talk', 'malici', 'colleagu', 'work', 'someon', 'els', 'immedi', 'afterward', 'felt', 'asham']"
guilt,"['decid', 'take', 'week', 'holiday', 'without', 'consult', 'famili', 'first']"
joy,"['girl', 'talk', 'thing', 'relationship', 'chang', 'becam', 'posit', 'diificult', 'time', 'turn', 'pleasant', 'one']"
fear,"['could', 'land', 'plane', 'knew', 'fuel', 'run', 'bad', 'weather', 'alreadi', 'frighten', 'us']"
anger,"['read', 'reagan', 'tactic', 'decis', 'concern', 'south', 'african', 'boycott']"
sadness,"['half', 'brother', 'becam', 'serious', 'ill', 'cancer', 'die', 'later']"
disgust,"['film', 'woman', 'attack', 'rape', 'one', 'see', 'worst', 'desir', 'effect', 'strong']"
shame,"['made', 'comment', 'interpret', 'complet', 'differ', 'meant', 'said', 'realiz', 'mother', 'understood']"
guilt,"['promis', 'visit', 'girlfriend', 'differ', 'reason', 'could', 'make', 'rang', 'later', 'tell', 'could', 'come']"
joy,"['offer', 'high', 'posit', 'trust', 'later', 'accept']"
fear,"['window', 'open', 'door', 'shut', 'kitten', 'would', 'go', 'partner', 'came', 'start', 'talk', 'someth', 'forgot', 'window', 'sudden', 'saw', 'kitten', 'hang', 'window', 'frame', 'rigid', 'fright', 'till', 'got', 'hold']"
anger,"['noisi', 'guest', 'arriv', 'hotel', 'slight', 'irrit', 'earlier', 'night', 'tri', 'sleep', 'parti', 'went', 'yell', 'want', 'sleep', 'get', 'earli', 'next', 'day']"
sadness,"['told', 'success', 'get', 'job', 'expect', 'sure', 'suffici', 'qualifi']"
disgust,"['cat', 'vomit', 'worm', 'came', 'still', 'aliv', 'forc', 'wipe']"
shame,"['child', 'found', 'taken', 'cloth', 'outdoor', 'summer', 'friend', 'wood', 'felt', 'excit', 'time', 'parent', 'discov', 'trouser', 'back', 'front', 'felt', 'asham']"
guilt,"['stole', 'money', 'mother', 'ask', 'later', 'respons', 'never', 'admit']"
joy,"['cycl', 'spring', 'sunshin', 'give', 'delight', 'happi', 'healthi', 'wonder', 'financ', 'simpli', 'earth']"
fear,"['relationship', 'famili', 'poor', 'often', 'fear', 'exclud', 'group', 'fear', 'stronger', 'situat', 'argument', 'hand']"
anger,"['recent', 'sister', 'four', 'year', 'younger', 'spoil', 'shout', 'mother', 'appar', 'reason', 'heartbroken', 'express', 'mother', 'face', 'made', 'feel', 'angri']"
sadness,"['watch', 'tv', 'programm', 'call', 'live', 'planet', 'saw', 'far', 'reach', 'environment', 'destruct', 'caus', 'man']"
disgust,"['disgust', 'feel', 'never', 'experienc', 'peopli', 'hand', 'repuls', 'anim', 'ie', 'snake', 'tv']"
shame,"['relat', 'act', 'strang', 'unfriend', 'toward']"
guilt,"['due', 'hunger', 'tired', 'becam', 'general', 'irrit', 'fiance', 'made', 'cut', 'remark', 'realli', 'hurt', 'later', 'realiz', 'unfound', 'irrit', 'hurt', 'person', 'love', 'earth']"
joy,"['boat', 'trip', 'denmark', '14', 'us', 'lot', 'fun', 'spent', 'sek', '10', 'one', 'arm', 'bandit', 'odd', 'jackpot', 'sek', '1000']"
fear,"['raini', 'day', 'cycl', 'downhil', 'car', 'door', 'sudden', 'open', 'tri', 'avoid', 'back', 'wheel', 'bike', 'got', 'caught', 'tram', 'track', 'somersault', 'injuri']"
anger,"['way', 'home', 'marstrand', 'drive', 'behind', 'father', 'car', 'anoth', 'car', 'tri', 'push', 'front', 'father', 'forc', 'swerv', 'thus', 'collid', 'car', 'pillar', 'car', 'drove', 'without', 'even', 'see', 'happen']"
sadness,"['girlfriend', 'spent', '6', 'month', 'abroad', 'broke', 'relationship', 'letter']"
disgust,"['polic', 'centr', 'man', '4050', 'brought', 'drunk', 'likelihood', 'slept', 'indoor', 'long', 'time', 'reliev', 'trouser']"
shame,"['custom', 'shop', 'work', 'came', 'ask', 'good', 'order', 'arriv', 'total', 'forgotten', 'order', 'tri', 'offer', 'weak', 'excus']"
guilt,"['45', 'year', 'old', 'hid', 'bicycl', 'key', 'good', 'friend', 'hour', 'pretend', 'found']"
joy,"['endofterm', 'parti', 'last', 'week', 'fun', 'happi', 'sang', 'drank', 'soft', 'drink', 'possibl', 'good', 'time', 'without', 'alcohol']"
fear,"['last', 'summer', 'walk', 'along', 'beach', 'bikini', 'aw', 'man', 'came', 'cycl', 'shout', 'ran', 'fast', 'leg', 'could', 'carri']"
anger,"['cours', 'thought', 'deserv', 'good', 'mark', 'got', 'ordinari', 'mark', 'justif', 'given', 'mark']"
sadness,"['crash', 'car', 'scrap', 'fault', 'feel', 'depress', 'miss', 'car']"
disgust,"['sort', 'stomach', 'virus', 'last', 'week', 'vomit', 'colleg', 'morn', 'cake', 'shop', 'three', 'time', 'trip', 'home', 'got', 'home']"
shame,"['even', 'school', 'teacher', 'job', 'make', 'coffe', 'abl', 'get', 'coffe', 'readi', 'time', 'thus', 'arriv', 'half', 'hour', 'late', 'class', 'top', 'coffe', 'undrink']"
guilt,"['mani', 'year', 'ago', 'friend', 'want', 'southern', 'europ', 'prefer', 'travel', 'alon', 'felt', 'guilti', 'want', 'go']"
joy,"['felt', 'love', 'return']"
fear,"['convinc', 'someonn', 'broken', 'flat', 'woke', 'heard', 'sound', 'frighten']"
anger,"['becam', 'clear', 'man', 'use', 'mani', 'peopl', 'sexual', 'psycholog', 'despit', 'fact', 'mani', 'peopl', 'look', 'understood', 'one', 'could', 'trust', 'forc', 'hide']"
sadness,"['feel', 'helpless', 'tri', 'help', 'someon', 'without', 'result']"
disgust,"['think', 'way', 'father', 'behav', 'file', 'divorc']"
shame,"['8', 'year', 'old', 'wet', 'school']"
guilt,"['7', 'year', 'old', 'stole', 'money', 'mother']"
joy,"['recent', 'got', 'posit', 'answer', 'clinic', 'tell', 'would', 'will', 'assist', 'collect', 'data', 'clinic', 'pilot', 'studi']"
fear,"['everi', 'time', 'meet', 'certain', 'dog', 'bitten']"
anger,"['lot', 'provoc', 'child', 'threw', 'plate', 'floor']"
sadness,"['realiz', 'could', 'communic', 'proper', 'closest', 'friend']"
disgust,"['tri', 'explain', 'child', 'magazin', 'wiith', 'nake', 'girl', 'kiosk']"
shame,"['stole', 'packet', 'cigarett', 'neighbour', 'next', 'day', 'own', 'return']"
guilt,"['forc', 'declin', 'invit', 'mother', '70th', 'birthday', 'work', 'committ', 'anoth', 'area']"
joy,"['began', 'dans', 'teacher', 'came', 'told', 'good', 'would', 'soon', 'get', 'ballet', 'academi']"
fear,"['late', 'saturday', 'night', 'found', 'lock', 'central', 'underground', 'station', 'stockholm', 'group', '50', 'hard', 'rocker', 'drunk', 'equip', 'various', 'kind', 'chain', 'etc']"
anger,"['forc', 'call', 'telephon', 'compani', 'bill', 'concern', 'disconnect', 'phone', 'belong', 'landlord', 'bill', 'four', 'month', 'overdu', 'meanwhil', 'use', 'phone', 'seem', 'intent', 'phone', 'reconnect']"
sadness,"['whenev', 'read', 'think', 'way', 'peopl', 'treat', 'anim', 'natur']"
disgust,"['saw', 'tv', 'programm', 'anim', 'film', 'world', 'mistreat', 'use']"
shame,"['13', 'year', 'old', 'wrote', 'passion', 'love', 'letter', 'boyfriend', 'later', 'found', 'sister', 'read']"
guilt,"['hate', 'one', 'mmi', 'flatmat', 'nice']"
joy,"['6', 'month', 'old', 'son', 'happi', 'well']"
fear,"['four', 'year', 'girl', 'ran', 'away', 'father', 'straight', 'front', 'car', 'forc', 'use', 'emerg', 'brake']"
anger,"['examin', 'satisfi']"
sadness,"['colleagu', 'fail', 'contact', 'arrang', 'time']"
disgust,"['read', 'racist', 'slogan', 'wall']"
shame,"['sweden', 'arm', 'export']"
guilt,"['someth', 'promis']"
joy,"['gave', 'birth', 'healthi', 'boy']"
fear,"['husband', 'spent', 'night', 'hous', 'area', 'outskirt', 'larg', 'town', 'familiar', 'heard', 'strang', 'nois', 'outsid', 'hous', 'hous', 'glass', 'wall', 'whole', 'thing', 'even', 'frighten']"
anger,"['jealous', 'husband', 'old', 'girlfriend', 'met', 'husband', 'lot', 'reminisc']"
sadness,"['daughter', 'problem', 'friend', 'could', 'see', 'predica', 'window', 'given', 'cold', 'shoulder']"
disgust,"['auxiliari', 'nurs', 'hospit', 'chang', 'nappi', 'first', 'time', 'old', 'sick', 'woman']"
shame,"['friend', 'found', 'lie', 'particular', 'occas']"
guilt,"['middl', 'child', 'becam', 'difficult', 'handl', 'birth', 'babi', 'brother', 'patienc']"
joy,"['husband', 'decid', 'take', 'day', 'holiday', 'particular', 'tri', 'period']"
fear,"['hospit', 'visit', 'prior', 'dc', 'anasthesia', 'expect', 'miscarriag']"
anger,"['exchang', 'point', 'view', 'sister', 'famili', 'matter']"
sadness,"['treatment', 'becom', 'pregnant', 'negat', 'result']"
disgust,"['woke', 'one', 'morn', 'went', 'kitchen', 'discov', 'dog', 'diarrhoea', 'small', 'pile', 'floor', 'smell', 'choke']"
shame,"['young', '6', '7', 'make', 'toilet', 'time', 'hid', 'dirti', 'trouser', 'cellar', 'fear', 'discov', 'parent']"
guilt,"['work', 'boy', 'injur', 'lack', 'supervis']"
joy,"['gave', 'birth', 'child', 'saw', 'normal', 'put', 'breast']"
fear,"['labour', 'foetal', 'sound', 'becam', 'faint', 'big', 'alert', 'forcep', 'deliveri']"
anger,"['cash', 'desk', 'gone', 'buy', '16', 'roll', 'kitchen', 'paper', 'reduc', 'price', 'queu', 'scream', 'children', 'turn', 'taken', 'two', '8', 'roll', 'packet', 'instead', 'one', '16', 'roll', 'packet', 'rebat', 'appli', 'assist', 'said', 'get', 'anoth', 'time']"
sadness,"['first', 'heard', 'tage', 'dannielsson', 'die']"
disgust,"['lift', 'stockholm', 'central', 'station', 'stank', 'vomit', 'urin']"
shame,"['train', 'drunk', 'person', 'touch', 'babi', 'react', 'disapprov', 'felt', 'asham', 'later', 'person', 'aggress', 'though', 'could']"
guilt,"['get', 'irrit', 'son', 'scream', 'sick', 'clean', 'cloth']"
joy,"['high', 'school', 'entranc', 'exam']"
fear,"['gang', 'scream', 'drunk', 'youth', 'captur', 'tram']"
anger,"['unjust', 'refre', 'decis', 'sport', 'event', 'team', 'leader']"
sadness,"['girlfriend', 'left']"
disgust,"['domin', 'certain', 'person', 'even', 'though', 'knew', 'could', 'chang', 'reaction']"
shame,"['given', 'detent', 'secondari', 'school']"
guilt,"['splash', 'child', 'slow', 'drive', 'puddl', 'water']"
joy,"['yesterday', 'final', 'whistl', 'blew', 'final', 'match', 'oi', 'ifk', 'certain', 'oi', 'swedish', 'titl']"
fear,"['teach', 'someon', 'drive', 'crash', 'scare']"
anger,"['drummer', 'borrow', 'drum', 'destroy', 'drumskin', 'stick', 'repair', 'tell']"
sadness,"['dad', 'give', 'prioriti', 'kid', 'brother', 'band', 'activ', 'play', 'differ', 'band', 'rehears', 'parent', 'garag']"
disgust,"['friend', 'unjust', 'put', 'blame', 'reliev', 'conscienc', 'also', 'spread', 'lie', 'purpos']"
shame,"['behaviour', 'recent', 'parti', 'pass', 'earli', 'luckili']"
guilt,"['face', 'face', 'deceiv', 'friend', 'sleep', 'wife']"
joy,"['dive', 'among', 'shark', 'bright', 'colour', 'fish', 'outer', 'reef', 'tvavni', 'fidgi']"
fear,"['miss', 'crash', 'hair', 'breadth', 'man', 'came', '20', 'metr', 'ahead', 'drive', '110kmh']"
anger,"['told', 'comput', 'teacher', 'want', 'teach', 'beacaus', 'prejudic']"
sadness,"['could', 'anyth', 'bad', 'back']"
disgust,"['discov', 'hous', 'hire', 'tonga', 'full', 'cockroach']"
shame,"['excret', 'mat', 'instead', 'potti']"
guilt,"['pull', 'chair', 'someon', 'kindergarten', 'hit', 'head']"
joy,"['pass', 'drive', 'test', 'three', 'week', 'ago', 'got', 'licenc']"
fear,"['car', 'drive', 'skid', 'ici', 'road', 'land', 'ditch', 'one', 'side', 'rock']"
joy,"['met', 'friend', 'seen', 'last', '24', 'year']"
fear,"['guy', 'chase', 'jog']"
anger,"['morn', 'newspap', 'arriv']"
joy,"['feel', 'unbeliev', 'happi', 'relationship', 'boyfriend', 'reoccur', 'feel']"
fear,"['reoccur', 'fear', 'someth', 'happen', 'relat']"
anger,"['argu', 'boyfriend', 'feel', 'though', 'feel', 'superior']"
sadness,"['fail', 'exam', 'last', 'summer', 'work', 'hard', 'disappoint', 'think', 'hopeless', 'continu', 'colleg', 'overreact']"
guilt,"['argu', 'sister', 'feel', 'sometim', 'upper', 'hand', 'use', 'often', 'argu', 'better', 'make', 'terribl', 'angri']"
joy,"['happi', 'got', 'attract', 'summer', 'job']"
joy,"['birth', 'child']"
fear,"['leav', 'babi', 'carriag', 'go', 'shop', 'fear', 'someth', 'happen', 'babi']"
anger,"['winter', 'water', 'pipe', 'froze', 'water', 'two', 'day']"
sadness,"['quit', 'succeed', 'breast', 'feed', 'babi']"
disgust,"['smell', 'garlic', 'rushhour', 'bus']"
shame,"['fell', 'ground', 'cross', 'street', 'cap', 'cover', 'eye', 'felt', 'quit', 'difficult']"
guilt,"['twomonth', 'old', 'babi', 'came', 'univers', 'attend', 'lectur', 'leav', 'babi', 'father', 'felt', 'guilti']"
joy,"['christma', 'holiday', 'met', 'old', 'friend', 'seen', 'six', 'month']"
fear,"['drive', 'car', 'friend', 'mine', 'turn', 'wrong', 'direct', 'toward', 'unknown', 'district', 'near', 'drove', 'precipic']"
anger,"['religion', 'teacher', 'present', 'shock', 'sectarian', 'thought', 'doom', 'day', 'offici', 'teach']"
sadness,"['grandfath', 'die', 'exchang', 'student', 'usa']"
disgust,"['happen', 'see', 'videotap', 'movi', 'america', 'part', 'one', 'friend', 'place']"
shame,"['insult', 'coupl', 'good', 'friend', 'mine', 'even', 'tri', 'hit', 'drunk', 'next', 'day', 'asham', 'cours']"
guilt,"['stole', 'carrot', 'got', 'caught', 'apolog', 'owner']"
joy,"['underground', 'escal', 'youngish', 'bum', 'ask', 'money', 'although', 'give', 'anyth', 'fellow', 'told', 'realli', 'goodlook', 'man', 'front', 'also', 'turn', 'look']"
fear,"['afraid', 'move', 'away', 'home', 'move', 'helsinki', 'studi']"
anger,"['student', 'kitchen', 'share', 'somebodi', 'drank', 'juic', 'pot', 'one', 'litr', 'got', 'one', 'glass', 'whole', 'pot']"
sadness,"['father', 'gave', 'money', 'brother']"
disgust,"['weekend', 'home', 'mother', 'fri', 'greasi', 'unhealthi', 'meat', 'dish', 'make', 'feel', 'sick']"
shame,"['wear', 'slipperi', 'shoe', 'tumbl', 'place', 'mani', 'peopl', 'walk']"
guilt,"['ate', 'runeberg', 'cake', 'though', 'knew', 'would', 'immedi', 'put', 'kilo']"
fear,"['nine', 'pm', 'went', 'home', 'bike', 'dark', 'cycletrack', 'lack', 'time', 'take', 'shortcut']"
fear,"['go', 'home', 'foot', '5', 'pass', 'forest', 'go', 'alon']"
anger,"['miss', 'train', 'wait', 'next', 'two', 'hour', 'reason', 'miss', 'appoint', 'import']"
